151##A Preference for A5##2007-04-20 17:00:00##6475##420##16##43
152##Sums of Square Reciprocals##2007-04-27 13:00:00##3240##585##23##59
153##Investigating Gaussian Integers##2007-05-05 09:00:00##3140##375##14##38
154##Exploring Pascal's Pyramid##2007-05-12 05:00:00##3152##444##17##45
155##Counting Capacitor Circuits##2007-05-19 01:00:00##4257##460##18##47
156##Counting Digits##2007-05-25 21:00:00##2942##571##22##58
157##Base-10 Diophantine Reciprocal##2007-06-01 17:00:00##3240##417##16##42
158##Lexicographical Neighbours##2007-06-15 13:00:00##4275##283##11##29
159##Digital Root Sums of Factorisations##2007-06-30 13:00:00##3891##371##14##38
160##Factorial Trailing Digits##2007-09-07 13:00:00##4164##470##18##48
161##Triominoes##2007-09-21 17:00:00##2593##412##16##42
162##Hexadecimal Numbers##2007-10-05 21:00:00##6139##337##13##34
163##Cross-hatched Triangles##2007-10-13 01:00:00##2204##440##17##45
164##Three Consecutive Digital Sum Limit##2007-10-20 05:00:00##6664##126##5##13
165##Intersections##2007-10-27 09:00:00##3112##552##22##56
166##Criss Cross##2007-11-03 13:00:00##4784##402##16##41
167##Investigating Ulam Sequences##2007-11-09 13:00:00##2063##601##24##61
168##Number Rotations##2007-11-16 17:00:00##3146##593##23##60
169##Sums of Powers of Two##2007-11-23 21:00:00##5941##291##11##30
170##Pandigital Concatenating Products##2007-12-01 01:00:00##2380##472##18##48
171##Square Sum of the Digital Squares##2007-12-08 05:00:00##3320##435##17##44
172##Few Repeated Digits##2007-12-15 09:00:00##4484##313##12##32
173##Hollow Square Laminae I##2007-12-22 13:00:00##10316##110##4##12
174##Hollow Square Laminae II##2007-12-22 13:00:00##6800##128##5##13
175##Fractions and Sum of Powers of Two##2007-12-28 13:00:00##2166##533##21##54
176##Common Cathetus Right-angled Triangles##2008-01-04 17:00:00##2282##423##16##43
177##Integer Angled Quadrilaterals##2008-01-11 21:00:00##1577##759##30##77
178##Step Numbers##2008-01-19 01:00:00##4025##303##12##31
179##Consecutive Positive Divisors##2008-01-26 05:00:00##12659##87##3##9
180##Golden Triplets##2008-02-02 09:00:00##1917##481##19##49
181##Grouping Two Different Coloured Objects##2008-02-09 13:00:00##2427##447##17##45
182##RSA Encryption##2008-02-15 13:00:00##3091##404##16##41
183##Maximum Product of Parts##2008-02-22 17:00:00##5363##218##8##22
184##Triangles Containing the Origin##2008-02-29 21:00:00##1994##411##16##42
185##Number Mind##2008-03-08 01:00:00##3701##376##15##38
186##Connectedness of a Network##2008-03-15 05:00:00##3393##191##7##20
187##Semiprimes##2008-03-22 09:00:00##12564##96##3##10
188##Hyperexponentiation##2008-04-04 13:00:00##7272##131##5##14
189##Tri-colouring a Triangular Grid##2008-04-11 16:00:00##2489##432##17##44
190##Maximising a Weighted Product##2008-04-18 21:00:00##4818##221##8##23
191##Prize Strings##2008-04-26 00:00:00##8054##124##4##13
192##Best Approximations##2008-05-03 04:00:00##2002##785##31##79
193##Squarefree Numbers##2008-05-10 12:00:00##4034##381##15##39
194##Coloured Configurations##2008-05-17 09:00:00##1737##484##19##49
195##$60$-degree Triangle Inscribed Circles##2008-05-23 13:00:00##1747##398##15##40
196##Prime Triplets##2008-05-30 17:00:00##3099##281##11##29
197##A Recursively Defined Sequence##2008-06-06 21:00:00##5593##285##11##29
198##Ambiguous Numbers##2008-06-14 01:00:00##1398##717##28##72
199##Iterative Circle Packing##2008-06-21 05:00:00##2340##383##15##39
200##Prime-proof Squbes##2008-06-28 09:00:00##2860##422##16##43
201##Subsets with a Unique Sum##2008-07-05 13:00:00##2799##317##12##32
202##Laserbeam##2008-07-05 13:00:00##3004##436##17##44
203##Squarefree Binomial Coefficients##2008-09-06 13:00:00##10230##114##4##12
204##Generalised Hamming Numbers##2008-09-06 13:00:00##8295##127##5##13
205##Dice Game##2008-09-06 13:00:00##16599##98##3##10
206##Concealed Square##2008-09-06 13:00:00##26840##51##2##6
207##Integer Partition Equations##2008-09-06 13:00:00##5350##266##10##27
208##Robot Walks##2008-09-12 13:00:00##2098##397##15##40
209##Circular Logic##2008-09-19 17:00:00##2938##351##14##36
210##Obtuse Angled Triangles##2008-09-26 21:00:00##2006##750##29##76
211##Divisor Square Sum##2008-10-04 01:00:00##4867##300##11##31
212##Combined Volume of Cuboids##2008-10-11 05:00:00##1656##488##19##49
213##Flea Circus##2008-10-18 09:00:00##2776##370##14##38
214##Totient Chains##2008-10-25 13:00:00##5964##203##8##21
215##Crack-free Walls##2008-10-31 13:00:00##4229##228##9##23
216##The Primality of $2n^2 - 1$##2008-11-07 17:00:00##4818##272##10##28
217##Balanced Numbers##2008-11-14 21:00:00##1807##439##17##45
218##Perfect Right-angled Triangles##2008-11-22 01:00:00##3455##389##15##40
219##Skew-cost Coding##2008-11-29 05:00:00##1741##490##19##50
220##Heighway Dragon##2008-12-06 09:00:00##2486##410##16##42
221##Alexandrian Integers##2008-12-13 13:00:00##2464##480##19##49
222##Sphere Packing##2008-12-19 13:00:00##2402##569##22##58
223##Almost Right-angled Triangles I##2008-12-26 17:00:00##1830##743##29##75
224##Almost Right-angled Triangles II##2008-12-26 17:00:00##1493##494##19##50
225##Tribonacci Non-divisors##2008-12-26 17:00:00##5077##234##9##24
226##A Scoop of Blancmange##2009-01-02 21:00:00##2062##485##19##49
227##The Chase##2009-01-10 01:00:00##2485##478##19##48
228##Minkowski Sums##2009-01-17 05:00:00##1592##473##18##48
229##Four Representations Using Squares##2009-01-24 09:00:00##1710##471##18##48
230##Fibonacci Words##2009-01-31 13:00:00##3269##325##12##33
231##Prime Factorisation of Binomial Coefficients##2009-02-06 13:00:00##6233##121##4##13
232##The Race##2009-02-13 17:00:00##2105##676##27##68
233##Lattice Points on a Circle##2009-02-20 21:00:00##2673##802##32##81
234##Semidivisible Numbers##2009-02-28 01:00:00##3684##269##10##27
235##An Arithmetic Geometric Sequence##2009-03-07 05:00:00##5593##270##10##28
236##Luxury Hampers##2009-03-14 09:00:00##1133##779##31##79
237##Tours on a $4 \times N$ Playing Board##2009-03-21 13:00:00##1867##430##17##44
238##Infinite String Tour##2009-03-29 14:00:00##1157##699##27##71
239##Twenty-two Foolish Primes##2009-04-03 16:00:00##2124##605##24##61
240##Top Dice##2009-04-10 21:00:00##2536##424##16##43
241##Perfection Quotients##2009-04-18 01:00:00##1138##885##35##89
242##Odd Triplets##2009-04-25 05:00:00##1251##621##24##63
243##Resilience##2009-05-02 09:00:00##10554##288##11##29
244##Sliders##2009-05-09 13:00:00##1562##497##19##50
245##Coresilience##2009-05-15 13:00:00##1025##929##37##94
246##Tangents to an Ellipse##2009-05-22 16:00:00##1011##761##30##77
247##Squares Under a Hyperbola##2009-05-29 20:00:00##1745##326##13##33
248##Euler's Totient Function Equals 13!##2009-06-06 00:00:00##1555##582##23##59
249##Prime Subset Sums##2009-06-13 04:00:00##2952##336##13##34
250##$250250$##2009-06-13 04:00:00##3508##339##13##35
251##Cardano Triplets##2009-06-20 08:00:00##1683##615##24##62
252##Convex Holes##2009-06-27 12:00:00##1034##822##32##83
253##Tidying Up A##2009-08-28 12:00:00##1246##624##24##63
254##Sums of Digit Factorials##2009-09-04 16:00:00##1161##799##31##81
255##Rounded Square Roots##2009-09-11 20:00:00##1053##600##23##61
256##Tatami-Free Rooms##2009-09-19 00:00:00##897##520##20##53
257##Angular Bisectors##2009-09-26 04:00:00##848##912##36##92
258##A Lagged Fibonacci Sequence##2009-10-03 08:00:00##1930##572##22##58
259##Reachable Numbers##2009-10-10 12:00:00##1776##328##13##33
260##Stone Game##2009-10-16 12:00:00##1549##360##14##37
261##Pivotal Square Sums##2009-10-23 16:00:00##838##937##37##94
262##Mountain Range##2009-10-30 21:00:00##875##693##27##70
263##An Engineers' Dream Come True##2009-11-07 01:00:00##1248##403##16##41
264##Triangle Centres##2009-11-14 05:00:00##703##766##30##77
265##Binary Circles##2009-11-21 09:00:00##4761##153##6##16
266##Pseudo Square Root##2009-11-28 13:00:00##2012##592##23##60
267##Billionaire##2009-12-04 13:00:00##3902##257##10##26
268##At Least Four Distinct Prime Factors Less Than 100##2009-12-11 17:00:00##1740##654##26##66
269##Polynomials with at Least One Integer Root##2009-12-19 09:00:00##852##868##34##88
270##Cutting Squares##2009-12-26 01:00:00##778##771##30##78
271##Modular Cubes, Part 1##2010-01-02 05:00:00##2817##211##8##22
272##Modular Cubes, Part 2##2010-01-02 05:00:00##1200##587##23##59
273##Sum of Squares##2010-01-09 13:00:00##1650##496##19##50
274##Divisibility Multipliers##2010-01-15 13:00:00##1714##175##6##18
275##Balanced Sculptures##2010-01-22 17:00:00##741##730##29##74
276##Primitive Triangles##2010-01-29 21:00:00##1289##832##33##84
277##A Modified Collatz Sequence##2010-02-06 01:00:00##3731##310##12##32
278##Linear Combinations of Semiprimes##2010-02-13 05:00:00##1262##263##10##27
279##Triangles with Integral Sides and an Integral Angle ##2010-02-20 09:00:00##908##665##26##67
280##Ant and Seeds##2010-02-27 13:00:00##1250##392##15##40
281##Pizza Toppings##2010-03-05 13:00:00##1219##452##18##46
282##The Ackermann Function##2010-03-12 17:00:00##1237##886##35##89
283##Integer Sided Triangles with Integral Area/perimeter Ratio##2010-03-19 21:00:00##764##813##32##82
284##Steady Squares##2010-03-27 01:00:00##1482##333##13##34
285##Pythagorean Odds##2010-04-03 04:00:00##1461##450##17##46
286##Scoring Probabilities##2010-04-03 04:00:00##2525##298##11##30
287##Quadtree Encoding (a Simple Compression Algorithm)##2010-04-10 08:00:00##1708##244##9##25
288##An Enormous Factorial##2010-04-17 12:00:00##2022##304##12##31
289##Eulerian Cycles##2010-04-23 12:00:00##618##899##35##91
290##Digital Signature##2010-04-30 16:00:00##1194##451##18##46
291##Panaitopol Primes##2010-05-07 20:00:00##1753##261##10##27
292##Pythagorean Polygons##2010-05-15 00:00:00##701##508##20##51
293##Pseudo-Fortunate Numbers##2010-05-22 04:00:00##3479##159##6##16
294##Sum of Digits - Experience #23##2010-05-29 08:00:00##1135##509##20##52
295##Lenticular Holes##2010-06-05 12:00:00##568##920##36##93
296##Angular Bisector and Tangent##2010-06-11 12:00:00##792##638##25##64
297##Zeckendorf Representation##2010-06-18 16:00:00##3250##156##6##16
298##Selective Amnesia##2010-06-25 20:00:00##824##854##34##86
299##Three Similar Triangles##2010-07-03 00:00:00##755##892##35##90
300##Protein Folding##2010-09-04 12:00:00##1311##613##24##62
301##Nim##2010-09-11 15:00:00##7436##148##5##15
302##Strong Achilles Numbers##2010-09-18 18:00:00##917##515##20##52
303##Multiples with Small Digits##2010-09-25 21:00:00##4172##188##7##19
304##Primonacci##2010-10-03 00:00:00##2596##419##16##43
305##Reflexive Position##2010-10-10 03:00:00##746##879##35##89
306##Paper-strip Game##2010-10-17 06:00:00##1460##507##20##51
307##Chip Defects##2010-10-24 09:00:00##1970##329##13##33
308##An Amazing Prime-generating Automaton##2010-10-30 12:00:00##915##714##28##72
309##Integer Ladders##2010-11-06 16:00:00##1007##275##10##28
310##Nim Square##2010-11-13 19:00:00##1406##400##15##41
311##Biclinic Integral Quadrilaterals##2010-11-20 22:00:00##522##797##31##80
312##Cyclic Paths on Sierpiński Graphs##2010-11-28 01:00:00##1041##495##19##50
313##Sliding Game##2010-12-05 04:00:00##1936##157##6##16
314##The Mouse on the Moon##2010-12-12 07:00:00##622##830##33##84
315##Digital Root Clocks##2010-12-19 10:00:00##3881##174##6##18
316##Numbers in Decimal Expansions##2010-12-25 13:00:00##800##666##26##67
317##Firecracker##2011-01-01 16:00:00##3128##448##17##45
318##2011 Nines##2011-01-01 16:00:00##1125##393##15##40
319##Bounded Sequences##2011-01-08 19:00:00##498##931##37##94
320##Factorials Divisible by a Huge Integer##2011-01-15 22:00:00##1086##369##14##38
321##Swapping Counters##2011-01-23 01:00:00##2042##320##12##33
322##Binomial Coefficients Divisible by 10##2011-01-30 04:00:00##567##668##26##68
323##Bitwise-OR Operations on Random Integers##2011-02-06 07:00:00##4488##189##7##19
324##Building a Tower##2011-02-13 10:00:00##855##519##20##53
325##Stone Game II##2011-02-19 13:00:00##726##815##32##82
326##Modulo Summations##2011-02-26 16:00:00##644##539##21##55
327##Rooms of Doom##2011-03-05 19:00:00##1322##220##8##23
328##Lowest-cost Search##2011-03-12 22:00:00##541##887##35##89
329##Prime Frog##2011-03-20 01:00:00##2915##368##14##37
330##Euler's Number##2011-03-27 04:00:00##636##691##27##70
331##Cross Flips##2011-04-03 07:00:00##524##901##36##91
332##Spherical Triangles##2011-04-10 09:00:00##740##536##21##54
333##Special Partitions##2011-04-16 12:00:00##1482##209##8##21
334##Spilling the Beans##2011-04-23 15:00:00##573##554##22##56
335##Gathering the Beans##2011-04-23 15:00:00##617##359##14##37
336##Maximix Arrangements##2011-04-30 18:00:00##2416##150##5##16
337##Totient Stairstep Sequences##2011-05-07 21:00:00##632##544##21##55
338##Cutting Rectangular Grid Paper##2011-05-15 00:00:00##416##943##37##95
339##Peredur Fab Efrawg##2011-05-22 03:00:00##662##659##26##67
340##Crazy Function##2011-05-29 06:00:00##1349##195##7##20
341##Golomb's Self-describing Sequence##2011-06-05 09:00:00##1097##514##20##52
342##The Totient of a Square Is a Cube##2011-06-11 12:00:00##954##394##15##40
343##Fractional Sequences##2011-06-18 15:00:00##1635##427##17##43
344##Silver Dollar Game##2011-06-25 18:00:00##408##947##37##95
345##Matrix Sum##2011-09-03 15:00:00##6575##167##6##17
346##Strong Repunits##2011-09-03 15:00:00##5143##137##5##14
347##Largest Integer Divisible by Two Primes##2011-09-03 15:00:00##5310##135##5##14
348##Sum of a Square and a Cube##2011-09-03 15:00:00##3586##129##5##13
349##Langton's Ant##2011-09-03 15:00:00##2246##193##7##20
350##Constraining the Least Greatest and the Greatest Least##2011-09-10 18:00:00##579##557##22##56
351##Hexagonal Orchards##2011-09-17 21:00:00##3035##138##5##14
352##Blood Tests##2011-10-02 00:00:00##731##521##20##53
353##Risky Moon##2011-10-09 03:00:00##600##363##14##37
354##Distances in a Bee's Honeycomb ##2011-10-16 06:00:00##541##820##32##83
355##Maximal Coprime Subset##2011-10-23 09:00:00##650##941##37##95
356##Largest Roots of Cubic Polynomials##2011-10-29 12:00:00##737##703##28##71
357##Prime Generating Integers##2011-11-05 16:00:00##9269##149##5##15
358##Cyclic Numbers##2011-11-12 19:00:00##1879##474##18##48
359##Hilbert's New Hotel##2011-11-19 22:00:00##1782##217##8##22
360##Scary Sphere##2011-11-27 01:00:00##681##652##26##66
361##Subsequence of Thue-Morse Sequence##2011-12-04 04:00:00##381##946##37##95
362##Squarefree Factors##2011-12-11 07:00:00##571##685##27##69
363##Bézier Curves##2011-12-18 10:00:00##1337##267##10##27
364##Comfortable Distance##2011-12-24 13:00:00##828##535##21##54
365##A Huge Binomial Coefficient##2011-12-31 16:00:00##1522##426##17##43
366##Stone Game III##2012-01-07 19:00:00##805##630##25##64
367##Bozo Sort##2012-01-14 22:00:00##623##871##34##88
368##A Kempner-like Series##2012-01-22 01:00:00##635##745##29##75
369##Badugi##2012-01-29 04:00:00##568##517##20##52
370##Geometric Triangles##2012-02-05 07:00:00##639##549##21##56
371##Licence Plates##2012-02-12 10:00:00##1936##446##17##45
372##Pencils of Rays##2012-02-18 13:00:00##476##781##31##79
373##Circumscribed Circles##2012-02-25 16:00:00##421##909##36##92
374##Maximum Integer Partition Product##2012-03-03 19:00:00##807##467##18##47
375##Minimum of Subsequences##2012-03-10 22:00:00##1039##405##16##41
376##Nontransitive Sets of Dice##2012-03-18 01:00:00##340##746##29##75
377##Sum of Digits - Experience #13##2012-03-25 04:00:00##928##386##15##39
378##Triangle Triples##2012-04-01 06:00:00##1064##453##18##46
379##Least Common Multiple Count##2012-04-08 10:00:00##637##858##34##87
380##Amazing Mazes!##2012-04-14 13:00:00##615##562##22##57
381##$(\text{prime}-k)$ Factorial##2012-04-21 16:00:00##5124##113##4##12
382##Generating Polygons##2012-04-28 19:00:00##412##660##26##67
383##Divisibility Comparison Between Factorials##2012-05-05 22:00:00##581##364##14##37
384##Rudin-Shapiro Sequence##2012-05-13 01:00:00##392##687##27##69
385##Ellipses Inside Triangles##2012-05-20 04:00:00##352##823##32##83
386##Maximum Length of an Antichain##2012-05-27 07:00:00##891##679##27##69
387##Harshad Numbers##2012-06-03 10:00:00##5364##143##5##15
388##Distinct Lines##2012-06-09 13:00:00##708##543##21##55
389##Platonic Dice##2012-06-16 16:00:00##1804##366##14##37
390##Triangles with Non Rational Sides and Integral Area##2012-06-23 19:00:00##668##843##33##85
391##Hopping Game##2012-06-30 22:00:00##334##914##36##92
392##Enmeshed Unit Circle##2012-09-01 13:00:00##933##718##28##73
393##Migrating Ants##2012-09-08 16:00:00##911##301##12##31
394##Eating Pie##2012-09-15 19:00:00##653##531##21##54
395##Pythagorean Tree##2012-09-22 22:00:00##825##512##20##52
396##Weak Goodstein Sequence##2012-09-30 01:00:00##771##542##21##55
397##Triangle on Parabola##2012-10-07 04:00:00##327##910##36##92
398##Cutting Rope##2012-10-14 07:00:00##465##673##26##68
399##Squarefree Fibonacci Numbers##2012-10-21 10:00:00##693##438##17##44
400##Fibonacci Tree Game##2012-10-27 13:00:00##573##570##22##58
401##Sum of Squares of Divisors##2012-11-10 16:00:00##3097##178##7##18
402##Integer-valued Polynomials##2012-11-17 19:00:00##514##732##29##74
403##Lattice Points Enclosed by Parabola and Line##2012-11-24 22:00:00##430##814##32##82
404##Crisscross Ellipses##2012-12-02 01:00:00##392##742##29##75
